S. No.,University Name,College Name,College Type,State Name,District Name
5429,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SRI UPENDRA TIWARI SMRATI MAHAVIDYALAYA, SAWAYAJPUR, (Id: C-12081)",Affiliated College,Uttar Pradesh,Hardoi
5430,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SRI YAGYA NARAYAN PANDEY DEGREE COLLEGE, LALAPUR, (Id: C-12565)",Affiliated College,Uttar Pradesh,Allahabad
5431,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","S.R.N.N.M. GOVT. AYURVEDIC COLLEGE, (Id: C-12234)",Affiliated College,Uttar Pradesh,Bareilly
5432,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","S.R. SINGH R.B. SINGH MAHAVIDYALAYA, MOTIHAN, (Id: C-12419)",Affiliated College,Uttar Pradesh,Allahabad
5433,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","S.S. MAHAVIDYALAYA, RUDA MAU, MADHAVGANJ, (Id: C-12303)",Affiliated College,Uttar Pradesh,Hardoi
5434,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","S.S.S. SWARG. PARASHURAM UMRAO COLLEGE, AJAMPUR, (Id: C-12166)",Affiliated College,Uttar Pradesh,Fatehpur
5435,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","STATE UNANI MEDICAL COLLEGE, (Id: C-12369)",Affiliated College,Uttar Pradesh,Allahabad
5436,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SUBHASH DEGREE COLLEGE, KIDWAI NAGAR, (Id: C-12340)",Affiliated College,Uttar Pradesh,Kanpur Nagar
5437,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SUMAN SATYA N.J. MAHAVIDYALAYA, SABLIKHERA, SADIPUR (Id: C-48166)",Affiliated College,Uttar Pradesh,Unnao
5438,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SUNDER LAL PARWATI MAHAVIDYALAYA, MALLWAN (Id: C-47801)",Affiliated College,Uttar Pradesh,Hardoi
5439,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SURESH KUMAR SINGH SHIV PRASAD MAHAVIDHYALAYA,BAGHAURA, GAOUSGANJ (Id: C-47770)",Affiliated College,Uttar Pradesh,Hardoi
5440,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SUSHILA DEVI MAHAVIDYALAYA, LOGHARA, (Id: C-12141)",Affiliated College,Uttar Pradesh,Allahabad
5441,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI ATMADEV GOPALNAND DEGREE COLLEGE, UGARPUR, PIPARGAON (Id: C-48157)",Affiliated College,Uttar Pradesh,Farrukhabad
5442,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI BRAHMANAND MAHAVIDYALAYA, AGAMPUR, SAHABAD (Id: C-48159)",Affiliated College,Uttar Pradesh,Hardoi
5443,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI GIRISHANANAD COLLEGE, TIRWA, (Id: C-12058)",Affiliated College,Uttar Pradesh,Kannauj
5444,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI KALYANDEV RAJKEEYA AYURVEDIC COLLEGE, (Id: C-12288)",Affiliated College,Uttar Pradesh,Muzaffarnagar
5445,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI KALYANNAND MAHAVIDYALAYA, NYORADEV, LONAR, (Id: C-12093)",Affiliated College,Uttar Pradesh,Hardoi
5446,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SWAMI SATYAMITRANAND MAHAVIDYALAYA, MAHANANDPUR, (Id: C-12252)",Affiliated College,Uttar Pradesh,Rae Bareli
5447,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. BABU SINGH BALIKA MAHAVIDYALAYA, RAMPUR, (Id: C-12366)",Affiliated College,Uttar Pradesh,Kannauj
5448,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. BADAN SINGH KUSHWAHA KANYA MAHAVIDYALAYA, GHATAMPUR, (Id: C-12452)",Affiliated College,Uttar Pradesh,Kanpur Nagar
5449,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. BADAN SINGH KUSHWAHA MAHAVIDYALAYA, KOTRA MAKRANDPUR, (Id: C-12470)",Affiliated College,Uttar Pradesh,Kanpur Nagar
5450,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. BHAGWANTI DEVI DEG.COLL. BHUSKA, MEJA ROAD, (Id: C-12379)",Affiliated College,Uttar Pradesh,Allahabad
5451,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. DAYA SHANKAR PATEL MAHAVIDYALAYA, GAZIPUR, MAHOLI, (Id: C-12278)",Affiliated College,Uttar Pradesh,Sitapur
5452,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. DHANRAJ SINGH MAHAVIDYALAYA, MAHJANA, DHANUPUR, (Id: C-12414)",Affiliated College,Uttar Pradesh,Allahabad
5453,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. KOATPAL SINGH DEGREE COLLEGE, MAJHIGAWAN, (Id: C-12291)",Affiliated College,Uttar Pradesh,Hardoi
5454,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. KRIPA SHANKER TIWARI MAHAVIDYALAYA, NAHWAI, MEJA, (Id: C-12121)",Affiliated College,Uttar Pradesh,Allahabad
5455,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. MAHADEV PRASAD SMARAK MAHILA MAHAVIDYALAYA, (Id: C-12568)",Affiliated College,Uttar Pradesh,Kannauj
5456,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. MAHAVIR SINGH MAHAVIDYLAYA, MUNGARI, KARCHCHANA, (Id: C-12651)",Affiliated College,Uttar Pradesh,Allahabad
5457,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. NAND KISHOR MAHAVIDYALAYA, DHANUHA, CHAKA, (Id: C-12348)",Affiliated College,Uttar Pradesh,Allahabad
5458,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. RAGHUNANDAN SINGH MAHAVIDYALAYA, SARWA, SANDILA, (Id: C-12115)",Affiliated College,Uttar Pradesh,Hardoi
5459,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. RAM PRASAD YADAV MAHAVIDYALAYA, SINDHAV, (Id: C-12181)",Affiliated College,Uttar Pradesh,Fatehpur
5460,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)",SW. SRI G.S.S. LAW M/V BIDHUNA (Id: C-48424),Affiliated College,Uttar Pradesh,Auraiya
5461,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. VASISTHA NARAYAN SHUKLA MAHAVIDYALAYA, KATHAULI, (Id: C-12628)",Affiliated College,Uttar Pradesh,Allahabad
5462,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","SW. YASHODA KANYA MAHAVIDYALAYA, MISRIKH, (Id: C-12346)",Affiliated College,Uttar Pradesh,Sitapur
5463,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","T.D. P.G. COLLEGE, (Id: C-12430)",Affiliated College,Uttar Pradesh,Auraiya
5464,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","THAKUR SHIV PRATAP SINGH MAHAVIDYALAYA, SHAH, (Id: C-12527)",Affiliated College,Uttar Pradesh,Fatehpur
5465,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","TH. HAR NARAYAN SINGH DEGREE COLLEGE, KARAILA BAGH, (Id: C-12337)",Affiliated College,Uttar Pradesh,Allahabad
5466,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","TH. JAGESHWAR SINGH MANMOHAN SINGH MAHAVIDYALAYA, SARAULI, KHAGA, (Id: C-12320)",Affiliated College,Uttar Pradesh,Fatehpur
5467,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","TH RAJESH SINGH MAHAVIDHAYALYA, PANCHAVALI ROAD (Id: C-47912)",Affiliated College,Uttar Pradesh,Etawah
5468,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","TH. YUGRAJ SINGH MAHAVIDYALAYA, (Id: C-12161)",Affiliated College,Uttar Pradesh,Fatehpur
5469,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","TH. YUGRAJ SINGH VIDHI MAHAVIDYALAYA, G.T. ROAD, (Id: C-12327)",Affiliated College,Uttar Pradesh,Fatehpur
